Kitchen,School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By
,Kanyore Primary School,2026-01-14,Rice and Beans,630,609,567,42,0,3,14,2,4,15,6,,620,0,,"14 Jan 2026, 12:40:00","14 Jan 2026, 13:33:00",,Food was delicious,Queue  was well managed,The number of failed taps increased  from  10 yesterday to 14 because less accounts were topped up.,The number of successful taps  reduced from 619 yesterday because some kids were absent.,@Kanyore Comprehensive School
,PCEA Matuguta Secondary School,2026-01-14,White rice and beans,110,115,115,0,0,2,3,1,8,00,0,,110,00,,"14 Jan 2026, 13:30:40","14 Jan 2026, 13:50:05",,Food was hot and delicious,Queues were orderly and well managed by the help of the tod and the school administration,Failed taps today were 03 higher than yesterday's 01,Successful taps today were 115 higher in comparison to the projected meals that were 110 and higher than yesterday's 100,@Njeri -Matuguta secondary school
,Gitombo Primary School,2026-01-14,White rice and beans,175,177,163,14,0,2,1,1,1,51,60,,180,0,,"14 Jan 2026, 12:30:47","14 Jan 2026, 13:17:54",,Food was yummy learners enjoyed the meal.,Queue was well manageable.,Today failed tap was 1 an increase of 1 from 0 yesterday due to a parent who failed to top up his account on time.,Actual meal served today was 177 an increase of 3 from 174 yesterday more learners show up well today.,@Veronica Mwaura -S/C- Gitombo primary
,Gathaithi Secondary School,2026-01-14,Rice and beans,110,96,96,0,0,2,5,1,3,4.2,4.9,,110,,,"14 Jan 2026, 13:17:53","14 Jan 2026, 13:55:09",,Food was delicious,Queuing was in order,We had 5 failed taps a rise from 4 yesterday due  failure of topping up by  some parents,We had a rise from yesterday's 94 to 96 successful taps due to more students attending school,@Joseph mburu nga'ang'a
,Mathanja Priamry School,2026-01-14,Rice and Beans,200,191,174,17,0,2,1,0,0,12,3,,195,0,,"14 Jan 2026, 12:15:33","14 Jan 2026, 13:30:41",,food was delicious,I managed the queue without any assistance,today we had only 1 failed tap same as yesterday. only one parent who didn't top-up.,today we had 191 actual meals served a decrease compared to yesterday 194.  some kids were absent today.,@mathanja primary school
,Gathangari Primary School,2026-01-14,White Rice and beans,415,409,382,27,0,3,9,2,2,12,2,,415,0,,"14 Jan 2026, 12:20:16","14 Jan 2026, 13:20:31",,Food was delicious,The queue was smoothly managed by the teacher,Failed taps reduced slightly from 10 to 9.Parents forgot to top up their accounts but have urged kids to remind their parents to top up,Successful taps increased slightly from 408 to 409.Some parents topped up on time,@PCEA GATHANGARI COMPREHENSIVE SCHOOL
,PCEA Matuguta Primary & Junior Secondary School,2026-01-14,Rice and Beans,450,433,401,32,3,3,24,2,3,4,5,,450,3,,"14 Jan 2026, 12:30:54","14 Jan 2026, 13:30:01",,Food was delicious,Queue was well managed,Failed taps were 24 an increase of 15 taps from yesterday 9 failed taps . Respective parents had not topped up.,Actual meals were 433 a decrease of 12 taps from yesterday 445 actual meals . Some parents had not topped up their kids' accounts,@Matuguta primary
,Mukuyu Secondary School,2026-01-14,Rice and Beans,260,274,274,0,0,3,16,5,21,0,0,,300,0,,"14 Jan 2026, 12:40:32","14 Jan 2026, 14:00:44",,Food was delicious,Queue was well managed,Mukuyu secondary school failed taps increases to 16 compared to previous which was 11 because grade 10 join and some parents didn't top up,Mukuyu secondary school actual taps was 274 which increases from 229 bacause grade 10 are still reporting,@Mukuyu Secondary School
,Gatina Primary School,2026-01-14,white rice and beans,450,447,382,65,0,3,15,2,1,3,5,,450,0,,"14 Jan 2026, 12:35:02","14 Jan 2026, 13:35:11",,food was warm and yummy,line was smooth and orderly,"failed taps were 15 an increase from yesterday's number of 7,a number of didn't manage to credit accounts on time","Actual meals served were 447 an increase from yesterday's number of 442, we registered high turn up today and more accounts had sufficient funds.",@Kang'ethe Dennis
,Kiambururu Comprehensive School,2026-01-14,White Rice and beans,285,269,237,32,0,3,4,0,0,2,2,,275,0,,"14 Jan 2026, 12:20:17","14 Jan 2026, 13:40:22",,The food was delicious.The kids enjoyed,Line management was smooth and fast,Failed taps were 4 the same as yesterday.Parents did not top up,Actual meals served decreased from 279 to 269.Student turnout was lower today,@Kiambururu Comprehensive School
,Ihiga Primary,2026-01-14,White Rice and Beans,165,172,159,13,0,2,0,3,1,0,0,,170,0,,"14 Jan 2026, 12:40:22","14 Jan 2026, 13:20:28",,Food was Enough,"Lines were well organized,kids queued from lower classes to upper classes.",Today's failed taps was 0 the same as yesterday's.I reached out to parents with insufficient funds and they topped up.,Today's Actual meals served was 170 an increase from yesterday's taps which was 165.Kids are continuing to report back to school.,@Naomi SC-Ihiga Comprehensive
,Gikang'a Kageche Secondary School,2026-01-14,Rice and beans,240,245,245,0,0,3,4,6,6,0,0,,260,0,,"14 Jan 2026, 13:10:53","14 Jan 2026, 13:45:01",,Food was delicious,Queue was well managed by  the help of Deputy Principal,Today failed taps was the same as yesterday which was 4.parent didn't top up on time,Todays successful taps increased from 231 to 245.Turn out increased due to grade 10 admission,@Pauline Gatimu
,Kambui Primary School,2026-01-14,White Rice and Beans,270,269,215,54,0,2,6,1,0,0,0,,27,0,,"14 Jan 2026, 13:00:58","14 Jan 2026, 13:50:07",,The food was delicious,The line was well managed,We had 6 failed taps a lower number compared to yesterday's that were 10. Most parents did top up their accounts.,We had 215 successful taps a higher number compared to yesterday's that were 214. Most kids came for lunch.,@Kambui Primary and Junior School
,Kihuririo Primary School,2026-01-14,Rice and beans,430,420,375,45,0,3,10,3,4,3,3,,440,0,,"14 Jan 2026, 12:50:34","14 Jan 2026, 13:40:37",,the food was yummy,Queue was manageable,Failed taps increased from 6 to 10 some parents didn't pay.,Successful taps increased from 403 to 420  some students who were absent reported,@kihuririo primary
,Kiawaiguru Primary School,2026-01-14,Rice and beans,220,219,199,20,2,2,0,3,1,0,0,,220,2,,"14 Jan 2026, 12:20:00","14 Jan 2026, 13:20:00",,Food was delicious.,Line was oderly.,Failed taps were 0 just like yesterday. I reminded parents to top up on time.,Actual meals served increased from yesterday’s 217 to today 219.Most pupils reported to school today.,@ANN SC KIAWAIGURU PRIMARY SCHOOL
,Kibichoi Primary School,2026-01-14,Rice and beans,230,232,210,22,1,2,3,2,0,2,0,,235,2,,"14 Jan 2026, 13:00:09","14 Jan 2026, 13:30:17",,The food was delicious,I managed the queue well,"The number of failed taps decreased from 5 to 3, as most parents topped up their accounts on time","The number of successful taps increased from 208 to 210, as most parents topped up their accounts on time",@sc kibichoi primary school
,Kanjai Primary,2026-01-14,RICE & BEANS,420,420,367,53,0,3,12,4,4,0,0,,420,0,,"14 Jan 2026, 12:40:27","14 Jan 2026, 13:30:35",,Food was hot and delicious,Line management was organized,Number of failed taps decreased from 19 to 12 as more parents topped up.,Number of successful taps increased from 412 to 420 as more students reported back.,"@Haron Muiruri,SL Kanyore Primary"
,Ndireti Secondary School,2026-01-14,rice and beans,30,29,29,0,0,2,0,0,0,0.5,0.5,,30,0,,"14 Jan 2026, 12:30:40","14 Jan 2026, 12:50:05",,the food was delicious,The line was manageable,the number of failed taps decreased with a difference of one,the number of successful taps increased with a difference of 5 the turn out is increasing daily,@Tracy Tapper Ndireti secondary school
,Thuita Secondary School,2026-01-14,White rice and beans,40,31,31,0,0,2,0,0,0,3,3,,40,0,,"14 Jan 2026, 13:10:56","14 Jan 2026, 13:22:12",,Food was delicious,Queue management was recommendable,Today all parent topped up there were no failed tap,Yesterday 3 tap failed today all taps were successful,@Thuita Secondary tapper
,Miguta Secondary School,2026-01-14,Rice and Beans,40,33,33,0,0,2,1,0,1,1,0,,40,0,,"14 Jan 2026, 13:10:59","14 Jan 2026, 13:40:13",,The food was delicious,Queue was orderly,There was 1 failed tap...the students had two tags of which one was inactive,There were 33 successful taps same with yesterday...the same no of students came for lunch and still some parents haven't yet topped up their accounts,"@Alex,Tapper Miguta Secondary"
,Miiri Secondary School,2026-01-14,White rice and beans,30,25,25,0,2,2,8,0,0,2,1,,30,2,,"14 Jan 2026, 13:10:12","14 Jan 2026, 13:30:19",,The food was hot and delicious,Queue management was neat and orderly with assistance of TOD,"Failed taps decreased from 1 to 0,all parents had topped up on time","Successful taps increased from 18 to 25, the turnout was higher than yesterday","@Esther,Tapper; Miiri Secondary School (edited)"
,Miguta Primary School,2026-01-14,Rice and Beans,240,244,229,15,0,2,6,1,3,0,0,,250,0,,"14 Jan 2026, 13:00:52","14 Jan 2026, 13:30:58",,The food was very delicious,The queue was manageable,"There were 6 failed taps, a decrease of 2 from the previous tapping. Parents topped up on time.","There were 229 successful taps, an increase of 9 from the previous tapping. Our population was slightly higher and more parents topped up",@SC Pauline - Miguta Primary School
,PCEA Mitahato Secondary School,2026-01-14,Rice and beans,45,40,40,0,0,2,1,0,0,2,1,,45,0,,"14 Jan 2026, 13:16:43","14 Jan 2026, 13:33:09",,Food was tasty,I managed the line with ease,There was one failed tap compared to yesterday because the parent forgot to top up,There was an increase of two successful taps compared to yesterday because i reminded the parents to top up,"@minne,Tapper Mitahato Secondary"
,Ikinu Primary,2026-01-14,Rice and Beans,800,829,754,75,0,5,25,4,6,0,0,,830,0,,"14 Jan 2026, 12:10:47","14 Jan 2026, 19:36:53",,The food was delicious,"Queue management was smooth,",Failed taps slightly increased from 22 to 25. Parents didn't top up.,Actual meals served slightly increased from 825 to 829. Learners are gradually showing up for lunch.,@SL Janet-Ikinu primary School
,Kindiga Primary & Junior Secondary School,2026-01-14,Rice and Beans,195,186,168,18,0,2,6,2,0,2.0,2.5,,190,00,,"14 Jan 2026, 12:40:59","14 Jan 2026, 13:30:06",,The food was Tasty.,Queues were well managed with the help of TOD.,"The number of failed taps increased to 6 from yesterday's 2,parents did not top up accounts on time.","Successful taps decreased to 186 from yesterday's 188,The failed taps affect our actual meals.",@James Mbugua SC Kindiga Primary
,Mukua Secondary School,2026-01-14,White rice and beans,55,67,66,1,0,2,4,0,13,0,0,,75,0,,"14 Jan 2026, 13:20:18","14 Jan 2026, 13:52:31",,Food was good,TOD managed the queue,Failed taps increased from 1 to 4.most parents didn't top up on time,Successful taps increased from 50 to 67.most students registered at grade 10,@Mukua secondary
,Gathugu Secondary School,2026-01-14,Rice and beans,160,168,168,0,0,3,5,13,4,00,0,,240,00,,"14 Jan 2026, 12:40:41","14 Jan 2026, 13:10:47",,Food was delicious,Queue management was good,Failed taps were 5,Numbers of successful taps was 168,@Tapper Gathugu secondary school
,Mitahato Primary School,2026-01-14,Rice and beans,240,237,210,27,0,2,2,0,5,1,1,,240,0,,"14 Jan 2026, 12:10:31","14 Jan 2026, 13:20:41",,Food was delicious,The queue was transitioning from class to class managed by T.O.D,Failed taps were 2 similar to yesterday 's because the same parents forgot to top up,Successful taps were 237 similar to yesterday the same students came for lunch tomorrow,@SC George-Mitahato Comprehensive
,William Ng'iru Secondary School,2026-01-14,White Rice and Beans,380,303,303,0,0,4,6,11,0,35,11,,500,0,,"14 Jan 2026, 12:40:58","14 Jan 2026, 13:20:13",,Food was delicious,Queue transitioned well with the help of teachers of duty.,From 5 failed taps to 6 today.  An increase of 1. Parents forgot to top up students accounts,From 320 successful taps to 303. An decrease of 17. Students lunch turn out was  low as compared to yesterday.,"@Rose, Giathieko Comprehensive SC"
,Ndireti Primary School,2026-01-14,White rice & beans,205,198,177,21,0,2,10,0,5,59,69,,205,0,,"14 Jan 2026, 12:50:38","14 Jan 2026, 13:40:53",,Food was delicious,I managed the queue  well.,We had 10 failed taps an increase  compared to 9 of yesterday,We had 198 actual taps a decrease  compared to 197 of yesterday turn out was higher,@SC Sharon _Ndireti primary
,Nyaga Primary School,2026-01-14,Rice and Beans,510,519,458,61,0,3,17,4,0,0,0,,510,0,,"14 Jan 2026, 12:40:37","14 Jan 2026, 13:40:42",,The food was tasty,The line was well managed by the school coordinator,The number of failed taps increased from 10 to 17.Some accounts had not been topped up.,The number of actual meals served increased from 497 to 519.Most accounts had been topped up,@SL Nyaga Primary and Junior School-Gladys
,Ngewa Primary School,2026-01-14,Rice and beans,320,293,264,29,0,2,14,1,0,7,8,,320,0,,"14 Jan 2026, 12:00:45","14 Jan 2026, 13:30:47",,The food was delicious,Queue was transitioning well from class to class,we had 14 failed taps today which is a decrease from 15 yesterday,we had 293 actual meals served today which is a decrease from 298 yesterday,@Ngewa primary school.
,Kigumo Secondary School,2026-01-14,Rice and beans,95,101,101,0,0,2,8,0,15,0,0,,115,0,,"14 Jan 2026, 12:50:49","14 Jan 2026, 13:20:53",,Food was hot and delicious,Line was manageable,Number of failed taps was 8 same as yesterday,Number increased from 87 to 101,@daniel Kariuki
,Nyaga Secondary School,2026-01-14,Rice and beans,300,301,301,0,0,3,15,11,17,0,0,,310,0,,"14 Jan 2026, 12:40:48","14 Jan 2026, 13:50:57",,Food was hot and delicious,Line was manageable,"Had no change,,both days had 15,, failed taps,,","Had an increase from 222 to 301,,Grade 10 have started feeding with us",@Hellen Tapper P.C.E.A Nyaga Senior School
,Kanjai Secondary School,2026-01-14,White Rice and Beans,160,164,164,0,0,2,9,2,30,00,0,,170,00,,"14 Jan 2026, 13:10:48","14 Jan 2026, 13:30:55",,The food was delicious and sweet.,Queue management was ordered by me.,"Actual meal served was 164 with an increase of 23,grade 10 joined today.","We had 9 failed taps, parents didn't fund their accounts.","@mercy, tapper, kanjai secondary"
,Githima Primary,2026-01-14,White rice and beans,265,266,241,25,4,2,0,0,3,0,0,,270,4,,"14 Jan 2026, 12:30:59","14 Jan 2026, 13:30:04",,The food was delicious,I managed the queue with the help of the deputy headteacher,We had 0 failed taps which is a decrease from yesterday's 3 failed taps.Accounts were topped up on time today.,We had 266 actual meals served which is an increase from yesterday's 260 actual meals served.The turn out was high and parents managed to top up their accounts on time,@Brenda kamawe Githima primary and junior secondary school
,Komothai Primary School,2026-01-14,Rice and beans,195,191,174,17,0,2,4,1,2,1,1,,195,0,,"14 Jan 2026, 12:30:31","14 Jan 2026, 13:25:36",,Food was yummy,Kids were organized,"Failed taps decreased from 5 to 4, some parents still forgot to top up","Actual meals increased from 184 to 191, kids are reporting well",@SC Komothai Comprehensive
,Gathugu Primary School,2026-01-14,Rice and Beans,255,256,233,23,0,2,2,1,1,0,0,,255,0,,"14 Jan 2026, 12:45:17","14 Jan 2026, 13:40:22",,food was delicious,queue was uniform,"actual meals fed today were 256 compared to 253 of the previous tapping, kids resumed to school in good numbers",we had 2 failed taps whose parents forgot to top up on time,@SC Gathugu Comprehensive School
,"Ceb Riamute Nursery, Primary & Junior Secondary School",2026-01-14,Rice and beans,320,301,270,31,0,3,19,1,4,5,8,,320,0,,"14 Jan 2026, 12:30:06","14 Jan 2026, 13:20:17",,The food was yummy and hot,The Tod helped manage the queue and it was running smoothly,We had 19 failtaps a higher number than previous day which was 9 since their parents did  not top up their accounts,We had 301 successful taps a lower number than previous day which was 313 since their accounts had insufficient funds,@sc willy- Ceb Riamute primary school
,Miiri Primary,2026-01-14,White Rice and Beans,400,409,366,43,0,3,29,2,3,0,0,,405,0,,"14 Jan 2026, 12:30:29","14 Jan 2026, 13:30:36",,The food was hot and delicious.,The queue was well organized and effectively managed by the TOD and the prefects.,Failed taps increased slightly to 29 from 28 due to parents not topping up on time.,Actual meals served increased to 409 from 394 due to more parents topping up on time and higher student turnout as students resumed school.,@SC Daniel Ng'ang'a - Miiri Primary School
,Kagema Secondary School,2026-01-14,Rice and Beans,180,189,189,0,0,2,4,0,0,0,0,,200,0,,"14 Jan 2026, 12:40:23","14 Jan 2026, 13:00:31",,Food was delicious,Queue was well managed by teacher on duty,Fail tap was a decrease of 8 while yesterday was 8,Successful tap was a increase of 189 while yesterday was 171,@Tapper Kagema secondary
,Thuita Primary School,2026-01-14,White Rice and Beans,210,189,161,28,0,2,1,4,0,5,6,,195,0,,"14 Jan 2026, 12:30:21","14 Jan 2026, 13:25:26",,Food was delicious,Queue management was smooth,"Number of failed taps was dame as yesterday,that is,1. A parent forgot to top up",Number of actual meals decreased from 204 to 189 because some did not come to feed with us,"@Tabitha SC,Thuita comprehensive school"
,Njunu Primary School,2026-01-14,Rice and beans,265,255,232,23,0,2,2,0,5,3,3,,260,0,,"14 Jan 2026, 12:40:38","14 Jan 2026, 13:25:50",,Food was hot and delicious,Line transition was well managed with help,We had a decrease,We had a decrease from 259 to 255,@Sc Elizabeth -Njunu primary school
,Kiawairia Primary,2026-01-14,Rice and Beans,135,131,116,15,2,2,1,0,0,1,1,,135,2,,"14 Jan 2026, 12:00:55","14 Jan 2026, 13:30:12",,Food was hot and delicious,Lines were neat and ordely,We had 1 failed taps a decrease from 2 most parents topped up on time,We had 116  successful taps a decrease from 118 turn up was low,@Mary kimani SC kiawairia comprehensive school
,Kiawairia Secondary School,2026-01-14,White rice and beans,50,43,43,0,0,2,1,1,2,5,2,,50,0,,"14 Jan 2026, 13:25:51","14 Jan 2026, 13:40:55",,Food was appetizing and hot,Line management was transitioning good,"Failed taps increased from 0 to 1 ,,one parent didn't top up the student account on time",Actual meals increased from 35 to 43 students are continuing to report back and also grade 10 started being admitted today,@Patrick Kariuki Kiawairia secondary school Tapper
,P.C.E.A Karia Secondary School,2026-01-14,Tumeric rice and beans,60,51,51,0,4,2,3,1,1,00,0,0,60,5,2,"14 Jan 2026, 11:15:15","14 Jan 2026, 11:35:21",We expect a rise in successful taps tomorrow,Food was delicious and enough,Line was well managed,The number of failed taps increased from 01 to 03,The number of successful taps increased from 45 to 51,@Simon Tapper Karia secondary
,Kibathi Comprehensive School,,,730,724,664,,0,5,24,3,9,0,0,,730,0,5,"14 Jan 2026, 12:10:39","14 Jan 2026, 13:36:52",students are topping up their Accounts on time,Food was hot and delicious,Queue Was well managed by the help of tapper,Failed taps reduced from 37 to 24,Successful taps increased from 669 to 724,@Jackline Otieno
,Kibubuti Primary School,2026-01-14,Rice & Beans,490,510,460,50,0,3,9,3,9,0,0,0,500,0,3,"14 Jan 2026, 12:30:35","14 Jan 2026, 13:50:41",We expect numbers to increase,Food was delicious,Line management was good,We had 9 failed taps today same as yesterday,We had 460 successful taps today reduced from 466,@Maureen mwaura SC kibubuti pry
,Mungai Chengecha Primary School,2026-01-14,Rice and Beans,540,537,470,67,0,3,23,4,1,0,0,0,550,0,3,"14 Jan 2026, 12:45:10","14 Jan 2026, 13:50:15",Expecting a higher turn up tomorrow,Food was delicious,Queue was managed by the teacher on duty,Decrease in failed taps from 26 to 23 alot who had failed taps the previous day topped up their accounts,"Increase in successful taps from 465 to 470 , kids attendance is slowly continuing to increase",@sc mungai c pry
,Cianda Secondary School,2026-01-14,Tumeric rice and beans,100,67,67,0,0,3,6,3,8,10,12,0,90,0,3,"14 Jan 2026, 13:30:18","14 Jan 2026, 13:50:32",We expect a higher turn out tomorrow.,Food was hot and delicious,Que well managed,Failed taps decreased from 5 to 6,Successful taps increased from 43 to 67,@Valentine -Tapper Cianda Secondary
,Gatatha Comprehensive School,2026-01-14,White Rice and beans,150,146,125,21,0,2,5,1,1,1,1.2,0,150,0,2,"14 Jan 2026, 12:55:19","14 Jan 2026, 13:35:26",We might have kids,Food was hot and delicious,Queue was well managed by the help of the teacher,Failed taps still at 5 due to late payments,Successful taps have increased from 143 to 146 due to higher turn out and additional payment,@Mourine mwangi-SC Gatatha primary
,St. Augustine Gatono Primary,2026-01-14,Rice and Beans,170,170,153,17,3,3,4,4,3,0,0,0,170,3,3,"14 Jan 2026, 12:30:44","14 Jan 2026, 13:30:52",Expecting higher turn out tomorrow,Food was delicious,Queue was well managed,Failed taps increased from 2 to 4 as some parents didn't top up,Successful taps increased from 150 to 153 as some parents topped up on time,@Anne Njoroge -SC St.​Augustine
,Muchatha Secondary School,2026-01-14,Tumeric Rice and Beans,170,110,110,0,0,3,9,1,6,0,0,0,170,0,3,"14 Jan 2026, 13:00:03","14 Jan 2026, 13:30:11",Expecting a higher turnout as more grade 10 students are,Food was hot and delicious,Queue was well managed,Failed taps increased from 7 to 9,Successful taps increased from 97 to 110 as parents are topping up,@Edna-tapper Muchatha Secondary
,Kawaida Comprehensive School,2026-01-14,Tumeric Rice and Beans,1055,1060,1026,34,0,6,20,3,17,0,0,0,1080,0,6,"14 Jan 2026, 12:30:04","14 Jan 2026, 13:30:10",Expecting higher turnout since kids have fully,Food was Hot and delicious,Well managed by the help of teachers on duty,Failed taps decreased from 30 to 20 due to early payment,Successful taps increased from 1017 to 1026 due to higher turnout,@JULIA-SL KAWAIDA COMPREHENSIVE
,Riara Primary School,2026-01-14,Rice and Beans,170,176,168,8,0,2,11,2,4,0,0,0,180,0,2,"14 Jan 2026, 12:20:07","14 Jan 2026, 13:25:49",We expect a good turn out,Food was delicious and well cooked,Easy queue management,Failed taps have increased from 4 to 11 some parents failed to top up,Successful taps have increased from 168 to 176 turn out increased,@Jeniffer -(SC) Riara primary school
,Mayuyu Comprehensive School,2026-01-14,Tumeric rice and beans,375,372,350,22,0,3,9,5,5,1,1,0,375,0,3,"14 Jan 2026, 12:40:55","14 Jan 2026, 13:30:02",Expecting a higher number tomorrow as students turn up for tapping as parents continue paying for the meal,Meal was hot and delicious,The queue was managed smoothly by the help of the teacher on duty,Failed taps increased from 8 to 9 cause some parents didn't pay for the meal on time,Successful taps increased from 368 to 372 cause parents paid for the meal as more students turned up for tapping,@Maggie Gitau - SC Mayuyu comprehensive
,Raini Comprehensive School,2026-01-14,Tumeric Rice and beans,318,317,282,35,0,3,11,3,1,0,0,0,325,0,3,"14 Jan 2026, 12:50:53","14 Jan 2026, 13:29:58",Expecting a higher turn out tomorrow,Food was delicious and enough,Queue was well managed by the teacher on duty,Failed  taps  have  increased  from  5 to 11 because  parents didn't topped up,Successful taps  have increased from  308 to 311  because  students  turned  out well,@Ann
,Waguthu Comprehensive School,2026-01-14,TUMERIC RICE & BEANS,600,546,488,58,0,3,17,4,4,0,0,0,600,0,3,"14 Jan 2026, 12:40:15","14 Jan 2026, 13:40:18",We anticipate that the numbers will go higher.,Tapping went on smoothly,Queues were well managed by T.O.D,Failed taps increased from 16 to 17 due to insufficient balances.,"Successful taps stayed at 488,as parents continue to make payments.",@KELVIN GATIBA SL WAGUTHU COMPREHENSIVE
,Karuri Comprehensive School,2026-01-14,Tumeric Rice and Beans,670,682,590,92,0,4,33,8,21,0,0,0,680,0,4,"14 Jan 2026, 12:20:15","14 Jan 2026, 13:50:19",Expecting more kids to turn up as they replace their tags,Food was hot and delicious,Queue was well managed,Failed taps maintained at 33 due to insufficient balance,Successful taps increased from 573 to 590  because most of the kids turned up for tapping today,@Francis
,Gathanji Secondary School,2026-01-14,Tumeric Rice  and beans,50,62,58,0,0,2,2,1,2,0,0,0,65,0,2,"14 Jan 2026, 13:00:03","14 Jan 2026, 13:12:22","We expect  an increase  tomorrow  , since parents  will top up.",Food was delicious,The line was well managed  by teacher  on duty,The number  of failed  taps did not change from 2 to 2 since parents  did not top up.,There was an increase  in successful  taps from 46 to 62  since parents  toped up .,@Purity _ tapper Gathanji sec.
,Lioki Comprehensive School,2026-01-14,Tumeric rice and beans,140,141,125,16,0,2,5,0,1,00,0,0,140,0,2,"14 Jan 2026, 13:00:21","14 Jan 2026, 13:30:28",We expect a better turn out tomorrow,Food was delicious,The queue was well managed with the help of the teacher on duty,Today we had 5 failed taps a decrease from the previous day  as parents remembered to recharge their accounts,We had 25 more successful taps today an increase from yesterday's as grade 7 reported back to school today,@SC Phoebe - Lioki Primary school
